,accuracy,loss,top_5_accuracy,val_accuracy,val_loss,val_top_5_accuracy
0,0.2007555514574051,2.8792080879211426,0.6795555353164673,0.34700000286102295,1.8436896800994873,0.8352000117301941
1,0.3025999963283539,1.96875,0.808733344078064,0.41880002617836,1.617088794708252,0.889400064945221
2,0.3786444365978241,1.7270234823226929,0.8668444752693176,0.467600017786026,1.4404911994934082,0.9240000247955322
3,0.429111123085022,1.5783114433288574,0.8984444737434387,0.5067999958992004,1.3624882698059082,0.9312000274658203
4,0.4568444490432739,1.4988802671432495,0.9129999876022339,0.5527999997138977,1.2422173023223877,0.9530000686645508
5,0.47975555062294006,1.4551960229873657,0.9179778099060059,0.5688000321388245,1.1887195110321045,0.9568000435829163
6,0.49799999594688416,1.4065308570861816,0.9240000247955322,0.5992000102996826,1.1405104398727417,0.9582000374794006
7,0.5170888900756836,1.3578228950500488,0.9314000010490417,0.5966000556945801,1.1129355430603027,0.956000030040741
8,0.5322444438934326,1.3175245523452759,0.9335111379623413,0.6224000453948975,1.0727970600128174,0.961400032043457
9,0.5442222356796265,1.2927069664001465,0.9345555901527405,0.6354000568389893,1.038925051689148,0.9672000408172607
10,0.556244432926178,1.254805564880371,0.9413777589797974,0.6486000418663025,1.0017565488815308,0.9716000556945801
11,0.5716444253921509,1.2241055965423584,0.9431777596473694,0.6664000153541565,0.9636477828025818,0.9724000692367554
12,0.5796000361442566,1.1968812942504883,0.9469777941703796,0.6678000092506409,0.9580200910568237,0.9764000177383423
13,0.5918000340461731,1.1614664793014526,0.9484888911247253,0.6710000038146973,0.9466796517372131,0.9718000292778015
14,0.6026444435119629,1.136307954788208,0.9492444396018982,0.6864000558853149,0.9033112525939941,0.978600025177002
15,0.6188444495201111,1.090942144393921,0.9546000361442566,0.6972000598907471,0.8669203519821167,0.9746000170707703
16,0.6240222454071045,1.0736067295074463,0.956933319568634,0.71260005235672,0.8330999612808228,0.9824000597000122
17,0.6343333125114441,1.0372618436813354,0.9601777791976929,0.716200053691864,0.8069391250610352,0.9832000732421875
18,0.6457777619361877,1.0153597593307495,0.9614889025688171,0.7182000279426575,0.8117300271987915,0.9806000590324402
19,0.6536444425582886,0.9896652698516846,0.963088870048523,0.7222000360488892,0.7974861860275269,0.982200026512146
20,0.6593555808067322,0.9753115773200989,0.9652000069618225,0.7360000610351562,0.7620788812637329,0.9834000468254089
21,0.6638888716697693,0.9560496807098389,0.9664888978004456,0.7400000095367432,0.7442349195480347,0.9836000204086304
22,0.6722000241279602,0.933077335357666,0.9670888781547546,0.7456000447273254,0.7505636811256409,0.9828000664710999
23,0.6754666566848755,0.9222037196159363,0.9689778089523315,0.7470000386238098,0.7247010469436646,0.984000027179718
24,0.6835111379623413,0.906175971031189,0.9708444476127625,0.758400022983551,0.693584680557251,0.9860000610351562
25,0.6934888958930969,0.874015748500824,0.9734889268875122,0.7558000087738037,0.6929044127464294,0.9874000549316406
26,0.6961555480957031,0.8655306696891785,0.9726889133453369,0.7620000243186951,0.6928697228431702,0.9854000210762024
27,0.700688898563385,0.856377899646759,0.9731777906417847,0.7692000269889832,0.6551222205162048,0.9874000549316406
28,0.7075999975204468,0.8327977657318115,0.9748222231864929,0.7700000405311584,0.6560580730438232,0.9880000352859497
29,0.713088870048523,0.8147901296615601,0.9754666686058044,0.7722000479698181,0.6465427279472351,0.9904000759124756
30,0.7217110991477966,0.7967639565467834,0.9766222238540649,0.7808000445365906,0.6219394207000732,0.9886000752449036
31,0.72362220287323,0.7817517518997192,0.9781111478805542,0.7776000499725342,0.626200258731842,0.9866000413894653
32,0.7287999987602234,0.7731345295906067,0.9785777926445007,0.7808000445365906,0.6355418562889099,0.9886000752449036
33,0.7346222400665283,0.752254843711853,0.9791555404663086,0.7820000648498535,0.6388862729072571,0.9892000555992126
34,0.7413555383682251,0.7423630356788635,0.9796000123023987,0.784000039100647,0.6213269829750061,0.990600049495697
35,0.7438444495201111,0.725183367729187,0.9804888963699341,0.7806000113487244,0.6304452419281006,0.9898000359535217
36,0.7474666833877563,0.7203471660614014,0.9819555878639221,0.79420006275177,0.5894683003425598,0.9908000230789185
37,0.7545999884605408,0.6977587938308716,0.983044445514679,0.7930000424385071,0.6012271046638489,0.990600049495697
38,0.7534666657447815,0.6925393342971802,0.9824888706207275,0.7958000302314758,0.5906809568405151,0.9904000759124756
39,0.7627555727958679,0.6773831248283386,0.9833555817604065,0.7948000431060791,0.5949304103851318,0.9914000630378723
40,0.7643555402755737,0.6678759455680847,0.9841333627700806,0.7992000579833984,0.588276207447052,0.9914000630378723
41,0.768666684627533,0.6540988087654114,0.9855777621269226,0.801800012588501,0.5691576600074768,0.9902000427246094
42,0.7717333436012268,0.646426796913147,0.9852889180183411,0.8038000464439392,0.565935492515564,0.9908000230789185
43,0.7781555652618408,0.6320437788963318,0.9856444597244263,0.8012000322341919,0.5692167282104492,0.9922000765800476
44,0.7814000248908997,0.6218008995056152,0.9856666922569275,0.805400013923645,0.5725033283233643,0.9916000366210938
45,0.7815999984741211,0.616266131401062,0.9865778088569641,0.8086000680923462,0.5429427027702332,0.9916000366210938
46,0.7838667035102844,0.6097691059112549,0.9867111444473267,0.8020000457763672,0.5626126527786255,0.9914000630378723
47,0.7902889251708984,0.5986693501472473,0.9857777953147888,0.8096000552177429,0.5769248604774475,0.9912000298500061
48,0.7954444289207458,0.5889242887496948,0.9873111248016357,0.8050000667572021,0.5920999050140381,0.9898000359535217
49,0.794866681098938,0.58403080701828,0.9870666861534119,0.8088000416755676,0.5683086514472961,0.9916000366210938
50,0.8003111481666565,0.5703908801078796,0.9877777695655823,0.8128000497817993,0.5472778677940369,0.9920000433921814
51,0.8005777597427368,0.5639181733131409,0.988111138343811,0.8206000328063965,0.5212904810905457,0.9910000562667847
52,0.8065778017044067,0.5504794120788574,0.9896888732910156,0.8158000111579895,0.5481411218643188,0.992400050163269
53,0.8089777827262878,0.5415652990341187,0.9890444278717041,0.8180000185966492,0.5304239392280579,0.9910000562667847
54,0.8113555908203125,0.5384758710861206,0.9887555837631226,0.8152000308036804,0.5247063636779785,0.992400050163269
55,0.8124444484710693,0.533026933670044,0.9897778034210205,0.8130000233650208,0.5466611385345459,0.9908000230789185
56,0.8151777982711792,0.5258536338806152,0.9898000359535217,0.8082000613212585,0.5615445375442505,0.9916000366210938
57,0.8212222456932068,0.5108203291893005,0.9898222088813782,0.8248000144958496,0.5226645469665527,0.9920000433921814
58,0.8212222456932068,0.5099921822547913,0.9898666739463806,0.818600058555603,0.5402709245681763,0.9922000765800476
59,0.8230666518211365,0.5002733469009399,0.9908666610717773,0.8216000199317932,0.533748984336853,0.992400050163269
60,0.8226667046546936,0.49943971633911133,0.9908666610717773,0.8248000144958496,0.5301437377929688,0.9920000433921814
61,0.8290666937828064,0.48434266448020935,0.9908444285392761,0.8246000409126282,0.5291711688041687,0.99180006980896
